pos_x,pos_y,map_bank,map_num,in_battle,direction,action,q_value
10,16,0,16,0,0,3,0.0
10,16,0,16,0,0,4,0.0
10,16,0,16,0,0,5,0.0
9,16,0,16,0,2,0,0.0
9,16,0,16,0,2,1,16.934472999999887
9,16,0,16,0,2,2,0.0
9,16,0,16,0,2,3,0.0
9,16,0,16,0,2,4,0.0
9,16,0,16,0,2,5,8.328999999999947
9,17,0,16,0,1,0,0.0
9,17,0,16,0,1,1,25.42864042699982
9,17,0,16,0,1,2,8.611999999999938
9,17,0,16,0,1,3,8.425999999999945
9,17,0,16,0,1,4,0.0
9,17,0,16,0,1,5,0.0
10,17,0,16,0,3,0,0.0
10,17,0,16,0,3,1,0.0
10,17,0,16,0,3,2,0.0
10,17,0,16,0,3,3,8.524999999999945
10,17,0,16,0,3,4,0.0
10,17,0,16,0,3,5,0.0
11,17,0,16,0,3,0,0.0
11,17,0,16,0,3,1,0.0
11,17,0,16,0,3,2,8.523999999999944
11,17,0,16,0,3,3,0.0
11,17,0,16,0,3,4,0.0
11,17,0,16,0,3,5,0.0
10,17,0,16,0,2,0,0.0
10,17,0,16,0,2,1,0.0
10,17,0,16,0,2,2,8.522999999999945
10,17,0,16,0,2,3,0.0
10,17,0,16,0,2,4,0.0
10,17,0,16,0,2,5,0.0
9,17,0,16,0,2,0,8.521999999999943
9,17,0,16,0,2,1,0.0
9,17,0,16,0,2,2,0.0
9,17,0,16,0,2,3,0.0
9,17,0,16,0,2,4,0.0
9,17,0,16,0,2,5,0.0
9,16,0,16,0,0,0,0.0
9,16,0,16,0,0,1,0.0
9,16,0,16,0,0,2,0.0
9,16,0,16,0,0,3,8.518999999999942
9,16,0,16,0,0,4,8.520999999999942
9,16,0,16,0,0,5,9.363578999999936
10,16,0,16,0,3,0,0.0
10,16,0,16,0,3,1,0.0
10,16,0,16,0,3,2,9.350371999999934
10,16,0,16,0,3,3,0.0
10,16,0,16,0,3,4,0.0
10,16,0,16,0,3,5,17.026481999999884
8,17,0,16,0,2,0,8.710999999999938
8,17,0,16,0,2,1,0.0
8,17,0,16,0,2,2,0.0
8,17,0,16,0,2,3,0.0
8,17,0,16,0,2,4,0.0
8,17,0,16,0,2,5,0.0
8,16,0,16,0,0,0,8.809999999999937
8,16,0,16,0,0,1,0.0
8,16,0,16,0,0,2,0.0
8,16,0,16,0,0,3,0.0
8,16,0,16,0,0,4,0.0
8,16,0,16,0,0,5,0.0
8,15,0,16,0,0,0,17.803991999999873
8,15,0,16,0,0,1,0.0
8,15,0,16,0,0,2,0.0
8,15,0,16,0,0,3,0.0
8,15,0,16,0,0,4,0.0
8,15,0,16,0,0,5,0.0
8,14,0,16,0,0,0,8.907999999999936
8,14,0,16,0,0,1,8.906999999999936
8,14,0,16,0,0,2,0.0
8,14,0,16,0,0,3,9.002999999999934
8,14,0,16,0,0,4,0.0
8,14,0,16,0,0,5,0.0
8,15,0,16,0,1,0,0.0
8,15,0,16,0,1,1,8.905999999999935
8,15,0,16,0,1,2,0.0
8,15,0,16,0,1,3,0.0
8,15,0,16,0,1,4,0.0
8,15,0,16,0,1,5,0.0
8,16,0,16,0,1,0,9.78699099999993
8,16,0,16,0,1,1,0.0
8,16,0,16,0,1,2,0.0
8,16,0,16,0,1,3,0.0
8,16,0,16,0,1,4,0.0
8,16,0,16,0,1,5,0.0
9,14,0,16,0,3,0,0.0
9,14,0,16,0,3,1,0.0
9,14,0,16,0,3,2,0.0
9,14,0,16,0,3,3,9.101999999999933
9,14,0,16,0,3,4,0.0
9,14,0,16,0,3,5,0.0
10,14,0,16,0,3,0,0.0
10,14,0,16,0,3,1,0.0
10,14,0,16,0,3,2,0.0
10,14,0,16,0,3,3,9.200999999999933
10,14,0,16,0,3,4,0.0
10,14,0,16,0,3,5,0.0
11,14,0,16,0,3,0,0.0
11,14,0,16,0,3,1,18.77550299999985
11,14,0,16,0,3,2,19.065232890550043
11,14,0,16,0,3,3,18.389799999999866
11,14,0,16,0,3,4,11.305590199999912
11,14,0,16,0,3,5,0.0
11,15,0,16,0,1,0,0.0
11,15,0,16,0,1,1,9.396999999999931
11,15,0,16,0,1,2,12.291206518905899
11,15,0,16,0,1,3,0.0
11,15,0,16,0,1,4,0.0
11,15,0,16,0,1,5,10.406302999999914
11,16,0,16,0,1,0,9.39599999999993
11,16,0,16,0,1,1,0.0
11,16,0,16,0,1,2,0.0
11,16,0,16,0,1,3,0.0
11,16,0,16,0,1,4,0.0
11,16,0,16,0,1,5,0.0
11,15,0,16,0,0,0,0.0
11,15,0,16,0,0,1,0.0
11,15,0,16,0,0,2,9.49499999999993
11,15,0,16,0,0,3,0.0
11,15,0,16,0,0,4,0.0
11,15,0,16,0,0,5,0.0
10,15,0,16,0,2,0,9.487999999999927
10,15,0,16,0,2,1,0.0
10,15,0,16,0,2,2,9.571999999999917
10,15,0,16,0,2,3,9.49299999999993
10,15,0,16,0,2,4,47.32719187954212
10,15,0,16,0,2,5,12.305206518905905
11,15,0,16,0,3,0,0.0
11,15,0,16,0,3,1,0.0
11,15,0,16,0,3,2,10.431905999999922
11,15,0,16,0,3,3,0.0
11,15,0,16,0,3,4,0.0
11,15,0,16,0,3,5,0.0
10,14,0,16,0,0,0,9.486999999999925
10,14,0,16,0,0,1,0.0
10,14,0,16,0,0,2,0.0
10,14,0,16,0,0,3,30.69522729816422
10,14,0,16,0,0,4,0.0
10,14,0,16,0,0,5,10.601352429799915
10,14,0,16,0,2,0,21.147391803439827
10,14,0,16,0,2,1,0.0
10,14,0,16,0,2,2,0.0
10,14,0,16,0,2,3,0.0
10,14,0,16,0,2,4,0.0
10,14,0,16,0,2,5,0.0
9,15,0,16,0,2,0,9.570999999999918
9,15,0,16,0,2,1,0.0
9,15,0,16,0,2,2,0.0
9,15,0,16,0,2,3,0.0
9,15,0,16,0,2,4,0.0
9,15,0,16,0,2,5,0.0
9,14,0,16,0,0,0,0.0
9,14,0,16,0,0,1,0.0
9,14,0,16,0,0,2,9.567999999999916
9,14,0,16,0,0,3,0.0
9,14,0,16,0,0,4,19.129429999999832
9,14,0,16,0,0,5,0.0
8,14,0,16,0,2,0,0.0
8,14,0,16,0,2,1,0.0
8,14,0,16,0,2,2,9.666999999999916
8,14,0,16,0,2,3,0.0
8,14,0,16,0,2,4,0.0
8,14,0,16,0,2,5,0.0
7,14,0,16,0,2,0,0.0
7,14,0,16,0,2,1,0.0
7,14,0,16,0,2,2,9.765999999999915
7,14,0,16,0,2,3,0.0
7,14,0,16,0,2,4,0.0
7,14,0,16,0,2,5,0.0
6,14,0,16,0,2,0,10.8369999999999
6,14,0,16,0,2,1,0.0
6,14,0,16,0,2,2,9.861999999999913
6,14,0,16,0,2,3,0.0
6,14,0,16,0,2,4,20.48300426499982
6,14,0,16,0,2,5,9.764999999999915
5,14,0,16,0,2,0,0.0
5,14,0,16,0,2,1,9.959999999999912
5,14,0,16,0,2,2,0.0
5,14,0,16,0,2,3,0.0
5,14,0,16,0,2,4,0.0
5,14,0,16,0,2,5,9.860999999999912
5,15,0,16,0,1,0,0.0
5,15,0,16,0,1,1,0.0
5,15,0,16,0,1,2,0.0
5,15,0,16,0,1,3,10.057999999999911
5,15,0,16,0,1,4,0.0
5,15,0,16,0,1,5,9.95899999999991
6,15,0,16,0,3,0,0.0
6,15,0,16,0,3,1,0.0
6,15,0,16,0,3,2,10.05499999999991
6,15,0,16,0,3,3,0.0
6,15,0,16,0,3,4,0.0
6,15,0,16,0,3,5,20.10294299999982
5,15,0,16,0,2,0,0.0
5,15,0,16,0,2,1,10.15399999999991
5,15,0,16,0,2,2,0.0
5,15,0,16,0,2,3,0.0
5,15,0,16,0,2,4,0.0
5,15,0,16,0,2,5,0.0
5,16,0,16,0,1,0,0.0
5,16,0,16,0,1,1,0.0
5,16,0,16,0,1,2,10.252999999999908
5,16,0,16,0,1,3,0.0
5,16,0,16,0,1,4,0.0
5,16,0,16,0,1,5,0.0
4,16,0,16,0,2,0,10.349999999999907
4,16,0,16,0,2,1,0.0
4,16,0,16,0,2,2,0.0
4,16,0,16,0,2,3,0.0
4,16,0,16,0,2,4,20.492747999999814
4,16,0,16,0,2,5,0.0
4,15,0,16,0,0,0,10.448999999999906
4,15,0,16,0,0,1,0.0
4,15,0,16,0,0,2,0.0
4,15,0,16,0,0,3,0.0
4,15,0,16,0,0,4,0.0
4,15,0,16,0,0,5,0.0
4,14,0,16,0,0,0,0.0
4,14,0,16,0,0,1,0.0
4,14,0,16,0,0,2,0.0
4,14,0,16,0,0,3,10.447999999999906
4,14,0,16,0,0,4,0.0
4,14,0,16,0,0,5,0.0
5,14,0,16,0,3,0,10.546999999999905
5,14,0,16,0,3,1,0.0
5,14,0,16,0,3,2,0.0
5,14,0,16,0,3,3,0.0
5,14,0,16,0,3,4,0.0
5,14,0,16,0,3,5,0.0
5,13,0,16,0,0,0,10.645999999999905
5,13,0,16,0,0,1,0.0
5,13,0,16,0,0,2,0.0
5,13,0,16,0,0,3,0.0
5,13,0,16,0,0,4,0.0
5,13,0,16,0,0,5,0.0
5,12,0,16,0,0,0,0.0
5,12,0,16,0,0,1,0.0
5,12,0,16,0,0,2,0.0
5,12,0,16,0,0,3,10.744999999999905
5,12,0,16,0,0,4,0.0
5,12,0,16,0,0,5,0.0
6,12,0,16,0,3,0,0.0
6,12,0,16,0,3,1,10.842999999999904
6,12,0,16,0,3,2,0.0
6,12,0,16,0,3,3,0.0
6,12,0,16,0,3,4,10.743999999999904
6,12,0,16,0,3,5,0.0
6,13,0,16,0,1,0,0.0
6,13,0,16,0,1,1,0.0
6,13,0,16,0,1,2,10.841999999999903
6,13,0,16,0,1,3,0.0
6,13,0,16,0,1,4,0.0
6,13,0,16,0,1,5,0.0
5,13,0,16,0,2,0,0.0
5,13,0,16,0,2,1,0.0
5,13,0,16,0,2,2,0.0
5,13,0,16,0,2,3,10.840999999999902
5,13,0,16,0,2,4,0.0
5,13,0,16,0,2,5,0.0
6,13,0,16,0,3,0,0.0
6,13,0,16,0,3,1,10.839999999999902
6,13,0,16,0,3,2,0.0
6,13,0,16,0,3,3,0.0
6,13,0,16,0,3,4,0.0
6,13,0,16,0,3,5,0.0
6,14,0,16,0,1,0,0.0
6,14,0,16,0,1,1,0.0
6,14,0,16,0,1,2,0.0
6,14,0,16,0,1,3,10.838999999999901
6,14,0,16,0,1,4,0.0
6,14,0,16,0,1,5,0.0
7,14,0,16,0,3,0,0.0
7,14,0,16,0,3,1,0.0
7,14,0,16,0,3,2,12.865817422234883
7,14,0,16,0,3,3,0.0
7,14,0,16,0,3,4,0.0
7,14,0,16,0,3,5,0.0
6,13,0,16,0,0,0,10.835999999999899
6,13,0,16,0,0,1,0.0
6,13,0,16,0,0,2,0.0
6,13,0,16,0,0,3,0.0
6,13,0,16,0,0,4,0.0
6,13,0,16,0,0,5,0.0
6,12,0,16,0,0,0,0.0
6,12,0,16,0,0,1,0.0
6,12,0,16,0,0,2,0.0
6,12,0,16,0,0,3,10.9349999999999
6,12,0,16,0,0,4,0.0
6,12,0,16,0,0,5,0.0
7,12,0,16,0,3,0,0.0
7,12,0,16,0,3,1,0.0
7,12,0,16,0,3,2,0.0
7,12,0,16,0,3,3,11.0339999999999
7,12,0,16,0,3,4,0.0
7,12,0,16,0,3,5,0.0
8,12,0,16,0,3,0,0.0
8,12,0,16,0,3,1,0.0
8,12,0,16,0,3,2,0.0
8,12,0,16,0,3,3,11.131999999999898
8,12,0,16,0,3,4,0.0
8,12,0,16,0,3,5,11.032999999999898
9,12,0,16,0,3,0,11.230999999999897
9,12,0,16,0,3,1,0.0
9,12,0,16,0,3,2,0.0
9,12,0,16,0,3,3,0.0
9,12,0,16,0,3,4,0.0
9,12,0,16,0,3,5,0.0
9,11,0,16,0,0,0,0.0
9,11,0,16,0,0,1,0.0
9,11,0,16,0,0,2,11.329999999999897
9,11,0,16,0,0,3,0.0
9,11,0,16,0,0,4,0.0
9,11,0,16,0,0,5,0.0
8,11,0,16,0,2,0,0.0
8,11,0,16,0,2,1,0.0
8,11,0,16,0,2,2,0.0
8,11,0,16,0,2,3,11.328999999999896
8,11,0,16,0,2,4,0.0
8,11,0,16,0,2,5,0.0
9,11,0,16,0,3,0,11.426999999999895
9,11,0,16,0,3,1,0.0
9,11,0,16,0,3,2,0.0
9,11,0,16,0,3,3,0.0
9,11,0,16,0,3,4,11.327999999999896
9,11,0,16,0,3,5,0.0
9,10,0,16,0,0,0,11.525999999999895
9,10,0,16,0,0,1,0.0
9,10,0,16,0,0,2,0.0
9,10,0,16,0,0,3,0.0
9,10,0,16,0,0,4,0.0
9,10,0,16,0,0,5,0.0
9,9,0,16,0,0,0,0.0
9,9,0,16,0,0,1,0.0
9,9,0,16,0,0,2,11.624999999999893
9,9,0,16,0,0,3,0.0
9,9,0,16,0,0,4,0.0
9,9,0,16,0,0,5,0.0
8,9,0,16,0,2,0,0.0
8,9,0,16,0,2,1,11.722999999999892
