pos_x,pos_y,map_bank,map_num,in_battle,direction,action,q_value
10,6,0,9,0,1,1,18.253031809127506
10,6,0,9,0,1,2,29.94456146136757
10,6,0,9,0,1,3,5.8614626775492695
10,6,0,9,0,1,4,43.558935737995355
10,6,0,9,0,1,5,183.10218312504537
11,5,0,9,0,0,0,0.0
11,5,0,9,0,0,1,9.166669667796526
11,5,0,9,0,0,2,3.7679078118414404
11,5,0,9,0,0,3,0.0
11,5,0,9,0,0,4,14.049403941481218
11,5,0,9,0,0,5,50.229605143751925
10,5,0,9,0,2,0,12.80714961456
10,5,0,9,0,2,1,1.0969408
10,5,0,9,0,2,2,2.66365098359288
10,5,0,9,0,2,3,0.0
10,5,0,9,0,2,4,6.85159800298
10,5,0,9,0,2,5,2.2783082022950203
10,7,0,9,0,1,0,2.8909396596842463
10,7,0,9,0,1,1,0.0
10,7,0,9,0,1,2,20.112178262833666
10,7,0,9,0,1,3,2.1067219
10,7,0,9,0,1,4,0.0
10,7,0,9,0,1,5,1.0
9,7,0,9,0,2,0,10.03904346025227
9,7,0,9,0,2,1,7.827527604165065
9,7,0,9,0,2,2,2.8000000000000003
9,7,0,9,0,2,3,1.0719452691000002
9,7,0,9,0,2,4,0.0
9,7,0,9,0,2,5,27.338046283371703
9,6,0,9,0,0,0,10.392343042918291
9,6,0,9,0,0,1,0.0
9,6,0,9,0,0,2,70.71040552934083
9,6,0,9,0,0,3,3.7528953016631004
9,6,0,9,0,0,4,5.233410213406075
9,6,0,9,0,0,5,5.3740812
9,5,0,9,0,0,0,8.730347137051345
9,5,0,9,0,0,1,6.3725163974
9,5,0,9,0,0,2,15.74147764805004
9,5,0,9,0,0,3,1.2000000000000002
9,5,0,9,0,0,4,4.718800000000001
9,5,0,9,0,0,5,24.931814342175468
10,5,0,9,0,3,0,3.2049236962045264
10,5,0,9,0,3,1,88.61372802314135
10,5,0,9,0,3,2,1.2000000000000002
10,5,0,9,0,3,3,3.080544846616318
10,5,0,9,0,3,4,15.047286772593532
10,5,0,9,0,3,5,0.0
9,5,0,9,0,2,0,11.979154767236665
9,5,0,9,0,2,1,0.0
9,5,0,9,0,2,2,1.3
9,5,0,9,0,2,3,0.0
9,5,0,9,0,2,4,2.7287
9,5,0,9,0,2,5,0.0
8,5,0,9,0,2,0,1.4000000000000001
8,5,0,9,0,2,1,35.17303235060969
8,5,0,9,0,2,2,0.0
8,5,0,9,0,2,3,0.0
8,5,0,9,0,2,4,0.0
8,5,0,9,0,2,5,0.0
8,4,0,9,0,0,0,4.585734254013599
8,4,0,9,0,0,1,23.971872450113725
8,4,0,9,0,0,2,0.0
8,4,0,9,0,0,3,0.0
8,4,0,9,0,0,4,0.0
8,4,0,9,0,0,5,3.830476117366798
8,3,0,9,0,0,0,13.41363554156556
8,3,0,9,0,0,1,8.453113006514318
8,3,0,9,0,0,2,0.0
8,3,0,9,0,0,3,1.6
8,3,0,9,0,0,4,3.235734254013599
8,3,0,9,0,0,5,13.222485063028541
8,4,0,9,0,1,0,5.3832838879015
8,4,0,9,0,1,1,0.0
8,4,0,9,0,1,2,2.7
8,4,0,9,0,1,3,9.1092666067
8,4,0,9,0,1,4,0.0
8,4,0,9,0,1,5,27.845373642914268
9,3,0,9,0,3,0,0.0
9,3,0,9,0,3,1,1.7000000000000002
9,3,0,9,0,3,2,0.0
9,3,0,9,0,3,3,0.0
9,3,0,9,0,3,4,0.0
9,3,0,9,0,3,5,0.0
9,4,0,9,0,1,0,0.0
9,4,0,9,0,1,1,0.0
9,4,0,9,0,1,2,0.0
9,4,0,9,0,1,3,1.8
9,4,0,9,0,1,4,1.7000000000000002
9,4,0,9,0,1,5,0.0
10,4,0,9,0,3,0,0.0
10,4,0,9,0,3,1,4.6571683382
10,4,0,9,0,3,2,0.0
10,4,0,9,0,3,3,0.0
10,4,0,9,0,3,4,0.0
10,4,0,9,0,3,5,0.0
10,5,0,9,0,1,0,0.0
10,5,0,9,0,1,1,3.4662010000000003
10,5,0,9,0,1,2,9.2260690941216
10,5,0,9,0,1,3,1.8
10,5,0,9,0,1,4,4.4158418
10,5,0,9,0,1,5,1.9782000000000002
11,5,0,9,0,3,0,3.1
11,5,0,9,0,3,1,1.8
11,5,0,9,0,3,2,0.0
11,5,0,9,0,3,3,9.330405116594308
11,5,0,9,0,3,4,3.7938459582000004
11,5,0,9,0,3,5,11.658048863312448
11,6,0,9,0,1,0,0.0
11,6,0,9,0,1,1,1.9000000000000001
11,6,0,9,0,1,2,0.0
11,6,0,9,0,1,3,12.411842804516091
11,6,0,9,0,1,4,1.8
11,6,0,9,0,1,5,0.0
11,7,0,9,0,1,0,0.0
11,7,0,9,0,1,1,0.0
11,7,0,9,0,1,2,3.1080000000000005
11,7,0,9,0,1,3,0.0
11,7,0,9,0,1,4,0.0
11,7,0,9,0,1,5,0.0
10,7,0,9,0,2,0,0.0
10,7,0,9,0,2,1,6.0762
10,7,0,9,0,2,2,0.0
10,7,0,9,0,2,3,1.9000000000000001
10,7,0,9,0,2,4,0.0
10,7,0,9,0,2,5,1.9000000000000001
11,7,0,9,0,3,0,0.0
11,7,0,9,0,3,1,0.0
11,7,0,9,0,3,2,5.195892000000001
11,7,0,9,0,3,3,2.0
11,7,0,9,0,3,4,2.1067219
11,7,0,9,0,3,5,0.0
10,8,0,9,0,1,0,5.399156229184348
10,8,0,9,0,1,1,1.454310175326527
10,8,0,9,0,1,2,0.0
10,8,0,9,0,1,3,0.0
10,8,0,9,0,1,4,0.0
10,8,0,9,0,1,5,1.3980000000000001
10,7,0,9,0,0,0,13.081538709041133
10,7,0,9,0,0,1,0.0
10,7,0,9,0,0,2,0.0
10,7,0,9,0,0,3,0.0
10,7,0,9,0,0,4,2.0
10,7,0,9,0,0,5,0.0
10,4,0,9,0,0,0,2.1
10,4,0,9,0,0,1,0.0
10,4,0,9,0,0,2,0.0
10,4,0,9,0,0,3,17.632292986395715
10,4,0,9,0,0,4,0.0
10,4,0,9,0,0,5,0.0
10,3,0,9,0,0,0,16.0690827274
10,3,0,9,0,0,1,18.01380369975587
10,3,0,9,0,0,2,19.03919692052695
10,3,0,9,0,0,3,13.97812457936218
10,3,0,9,0,0,4,112.1028810926554
10,3,0,9,0,0,5,15.126057663840513
10,4,0,9,0,1,0,21.094648547352143
10,4,0,9,0,1,1,9.6846590210888
10,4,0,9,0,1,2,0.0
10,4,0,9,0,1,3,2.2
10,4,0,9,0,1,4,0.0
10,4,0,9,0,1,5,0.0
11,4,0,9,0,3,0,2.3000000000000003
11,4,0,9,0,3,1,11.654468980745133
11,4,0,9,0,3,2,0.0
11,4,0,9,0,3,3,4.732393202933643
11,4,0,9,0,3,4,49.81641024061246
11,4,0,9,0,3,5,15.494891098696927
11,3,0,9,0,0,0,6.392856657500001
11,3,0,9,0,0,1,85.0501356294536
11,3,0,9,0,0,2,0.0
11,3,0,9,0,0,3,6.545456048428723
11,3,0,9,0,0,4,35.839176156762825
11,3,0,9,0,0,5,4.205677301974769
11,2,0,9,0,0,0,28.31875327436043
11,2,0,9,0,0,1,18.79207376804754
11,2,0,9,0,0,2,20.165383600000002
11,2,0,9,0,0,3,7.2611866
11,2,0,9,0,0,4,208.3841955659739
11,2,0,9,0,0,5,41.6684262580622
10,2,0,9,0,2,0,23.03660321552951
10,2,0,9,0,2,1,2.5
10,2,0,9,0,2,2,0.0
10,2,0,9,0,2,3,2.5
10,2,0,9,0,2,4,0.0
10,2,0,9,0,2,5,0.0
10,3,0,9,0,1,0,0.0
10,3,0,9,0,1,1,3.3767883382000004
10,3,0,9,0,1,2,0.0
10,3,0,9,0,1,3,4.7220025
10,3,0,9,0,1,4,3.3475
10,3,0,9,0,1,5,14.889306752731228
11,3,0,9,0,3,0,32.48302596837895
11,3,0,9,0,3,1,11.475383632998888
11,3,0,9,0,3,2,0.0
11,3,0,9,0,3,3,0.0
11,3,0,9,0,3,4,0.0
11,3,0,9,0,3,5,0.0
11,2,0,9,0,3,0,32.586532695914556
11,2,0,9,0,3,1,15.57761182690836
11,2,0,9,0,3,2,0.0
11,2,0,9,0,3,3,0.0
11,2,0,9,0,3,4,22.860148784641467
11,2,0,9,0,3,5,6.482149657400001
11,3,0,9,0,1,0,64.31042480683494
11,3,0,9,0,1,1,23.45987543561474
11,3,0,9,0,1,2,0.0
11,3,0,9,0,1,3,30.119553482025225
11,3,0,9,0,1,4,0.0
11,3,0,9,0,1,5,20.850622738302526
12,3,0,9,0,3,0,0.0
12,3,0,9,0,3,1,32.6637746500537
12,3,0,9,0,3,2,2.6
12,3,0,9,0,3,3,0.0
12,3,0,9,0,3,4,0.0
12,3,0,9,0,3,5,15.568012691949221
11,3,0,9,0,2,0,0.0
11,3,0,9,0,2,1,13.645583597217962
11,3,0,9,0,2,2,2.6
11,3,0,9,0,2,3,0.0
11,3,0,9,0,2,4,0.0
11,3,0,9,0,2,5,2.6
10,3,0,9,0,2,0,0.0
10,3,0,9,0,2,1,2.8284821000000004
10,3,0,9,0,2,2,0.0
10,3,0,9,0,2,3,0.0
10,3,0,9,0,2,4,0.0
10,3,0,9,0,2,5,0.0
9,4,0,9,0,0,0,3.6168
9,4,0,9,0,0,1,2.6
9,4,0,9,0,0,2,18.63851577646407
9,4,0,9,0,0,3,2.7782
9,4,0,9,0,0,4,0.0
9,4,0,9,0,0,5,4.3230471370513435
9,5,0,9,0,1,0,0.0
9,5,0,9,0,1,1,2.6
9,5,0,9,0,1,2,0.0
9,5,0,9,0,1,3,5.541044799000001
9,5,0,9,0,1,4,0.0
9,5,0,9,0,1,5,0.0
9,6,0,9,0,1,0,5.106339717400001
9,6,0,9,0,1,1,0.0
9,6,0,9,0,1,2,27.444293030366893
9,6,0,9,0,1,3,5.3528953016631
9,6,0,9,0,1,4,8.9475154751625
9,6,0,9,0,1,5,30.110084361362325
8,6,0,9,0,2,0,2.7
8,6,0,9,0,2,1,1.6593002345535943
8,6,0,9,0,2,2,212.7160036540697
8,6,0,9,0,2,3,7.3274699994118215
8,6,0,9,0,2,4,6.940824290006041
8,6,0,9,0,2,5,6.905547233046864
8,5,0,9,0,0,0,8.853043435519671
8,5,0,9,0,0,1,15.617150303926229
8,5,0,9,0,0,2,20.217430954632622
8,5,0,9,0,0,3,30.877008014225858
8,5,0,9,0,0,4,28.78278383048506
8,5,0,9,0,0,5,116.37540621200269
9,5,0,9,0,3,0,10.80082017808578
9,5,0,9,0,3,1,13.17029404645449
9,5,0,9,0,3,2,12.501503463206495
9,5,0,9,0,3,3,56.0121196235271
9,5,0,9,0,3,4,4.896104728288288
9,5,0,9,0,3,5,12.538598030837163
8,7,0,9,0,2,0,2.8000000000000003
8,7,0,9,0,2,1,0.0
8,7,0,9,0,2,2,0.0
8,7,0,9,0,2,3,12.328194570367705
8,7,0,9,0,2,4,0.0
8,7,0,9,0,2,5,0.0
8,6,0,9,0,0,0,0.0
8,6,0,9,0,0,1,0.0
8,6,0,9,0,0,2,128.1537861909781
8,6,0,9,0,0,3,0.0
8,6,0,9,0,0,4,2.8000000000000003
8,6,0,9,0,0,5,6.652285701277901
7,6,0,9,0,2,0,41.353716703013326
7,6,0,9,0,2,1,140.5796365837184
7,6,0,9,0,2,2,211.26687739158763
7,6,0,9,0,2,3,124.86866188010495
7,6,0,9,0,2,4,345.69573022631556
7,6,0,9,0,2,5,240.94485903831765
7,5,0,9,0,0,0,13.957619329273896
7,5,0,9,0,0,1,7.076214094106405
7,5,0,9,0,0,2,20.556883110036072
7,5,0,9,0,0,3,40.83891924120116
7,5,0,9,0,0,4,12.490126683362195
7,5,0,9,0,0,5,0.0
8,5,0,9,0,3,0,5.638698230799795
8,5,0,9,0,3,1,9.331446284026143
8,5,0,9,0,3,2,5.52106801345531
8,5,0,9,0,3,3,40.76091810116017
8,5,0,9,0,3,4,5.087768276164308
8,5,0,9,0,3,5,4.926952284487959
8,4,0,9,0,2,0,6.651586021239826
8,4,0,9,0,2,1,17.908408388527615
8,4,0,9,0,2,2,0.0
8,4,0,9,0,2,3,0.0
8,4,0,9,0,2,4,4.120695522045
8,4,0,9,0,2,5,0.0
9,4,0,9,0,3,0,9.64030659125225
9,4,0,9,0,3,1,5.0574
9,4,0,9,0,3,2,0.0
9,4,0,9,0,3,3,0.0
9,4,0,9,0,3,4,0.0
9,4,0,9,0,3,5,0.0
9,3,0,9,0,0,0,3.1
9,3,0,9,0,0,1,0.0
9,3,0,9,0,0,2,12.107265608650936
9,3,0,9,0,0,3,0.0
9,3,0,9,0,0,4,4.0540633
9,3,0,9,0,0,5,0.0
9,2,0,9,0,0,0,0.0
9,2,0,9,0,0,1,3.1
9,2,0,9,0,0,2,8.566070134560828
9,2,0,9,0,0,3,22.77549876114084
9,2,0,9,0,0,4,61.472489325574394
9,2,0,9,0,0,5,17.285776443231864
9,3,0,9,0,1,0,3.4069000000000003
9,3,0,9,0,1,1,0.0
9,3,0,9,0,1,2,0.0
9,3,0,9,0,1,3,0.0
9,3,0,9,0,1,4,0.0
9,3,0,9,0,1,5,3.1
10,2,0,9,0,3,0,11.157750193583272
10,2,0,9,0,3,1,5.7590191386525005
10,2,0,9,0,3,2,5.9272831
10,2,0,9,0,3,3,18.576118262523927
10,2,0,9,0,3,4,15.106433157766759
10,2,0,9,0,3,5,50.61946186473729
9,2,0,9,0,2,0,0.0
9,2,0,9,0,2,1,0.0
9,2,0,9,0,2,2,0.0
9,2,0,9,0,2,3,8.666643591358117
9,2,0,9,0,2,4,0.0
9,2,0,9,0,2,5,0.0
9,6,0,9,0,2,0,16.508136314841593
9,6,0,9,0,2,1,14.507945851862326
9,6,0,9,0,2,2,47.67917977348081
9,6,0,9,0,2,3,13.915937879171329
9,6,0,9,0,2,4,37.699082905970215
9,6,0,9,0,2,5,97.82120131445036
10,6,0,9,0,3,0,3.3068209
10,6,0,9,0,3,1,0.0
10,6,0,9,0,3,2,23.741093022427354
10,6,0,9,0,3,3,4.899000000000001
10,6,0,9,0,3,4,0.0
10,6,0,9,0,3,5,0.0
11,4,0,9,0,0,0,3.0376000000000003
11,4,0,9,0,0,1,0.0
11,4,0,9,0,0,2,0.0
11,4,0,9,0,0,3,3.2
11,4,0,9,0,0,4,3.1
11,4,0,9,0,0,5,0.0
12,4,0,9,0,3,0,0.0
12,4,0,9,0,3,1,0.0
12,4,0,9,0,3,2,23.52676484983308
12,4,0,9,0,3,3,0.0
12,4,0,9,0,3,4,0.0
12,4,0,9,0,3,5,1.9168
11,4,0,9,0,2,0,0.0
11,4,0,9,0,2,1,0.0
11,4,0,9,0,2,2,48.592127032953876
11,4,0,9,0,2,3,13.855818530653877
11,4,0,9,0,2,4,0.0
11,4,0,9,0,2,5,0.0
10,4,0,9,0,2,0,71.83946235749129
10,4,0,9,0,2,1,0.0
10,4,0,9,0,2,2,3.2
10,4,0,9,0,2,3,0.0
10,4,0,9,0,2,4,15.920355520537601
10,4,0,9,0,2,5,2.3606761518179904
10,2,0,9,0,0,0,0.0
10,2,0,9,0,0,1,0.0
10,2,0,9,0,0,2,0.0
10,2,0,9,0,0,3,17.42318791086393
10,2,0,9,0,0,4,3.4413025
10,2,0,9,0,0,5,0.0
12,4,0,9,0,1,0,22.40610831558179
12,4,0,9,0,1,1,0.0
12,4,0,9,0,1,2,17.32189820752511
12,4,0,9,0,1,3,0.0
12,4,0,9,0,1,4,0.0
12,4,0,9,0,1,5,0.0
9,4,0,9,0,2,0,3.5069000000000004
9,4,0,9,0,2,1,0.0
9,4,0,9,0,2,2,0.0
9,4,0,9,0,2,3,0.0
9,4,0,9,0,2,4,3.5168
9,4,0,9,0,2,5,6.4281632
8,3,0,9,0,2,0,0.0
8,3,0,9,0,2,1,11.545743697783271
8,3,0,9,0,2,2,3.3000000000000003
8,3,0,9,0,2,3,0.0
8,3,0,9,0,2,4,0.0
8,3,0,9,0,2,5,0.0
7,3,0,9,0,2,0,0.0
7,3,0,9,0,2,1,0.0
7,3,0,9,0,2,2,3.4000000000000004
7,3,0,9,0,2,3,0.0
7,3,0,9,0,2,4,3.3000000000000003
7,3,0,9,0,2,5,0.0
6,3,0,9,0,2,0,5.2992705750898415
6,3,0,9,0,2,1,3.5
6,3,0,9,0,2,2,9.244463253499404
6,3,0,9,0,2,3,0.0
6,3,0,9,0,2,4,6.796600000000001
6,3,0,9,0,2,5,4.0728634
6,4,0,9,0,1,0,11.014656787293838
6,4,0,9,0,1,1,0.0
6,4,0,9,0,1,2,0.0
6,4,0,9,0,1,3,0.0
6,4,0,9,0,1,4,0.0
6,4,0,9,0,1,5,3.5
6,3,0,9,0,0,0,3.6
6,3,0,9,0,0,1,5.6465000000000005
6,3,0,9,0,0,2,5.300000000000001
6,3,0,9,0,0,3,15.192678127998057
6,3,0,9,0,0,4,62.71371317220758
6,3,0,9,0,0,5,0.0
6,2,0,9,0,0,0,4.484347275045356
6,2,0,9,0,0,1,0.0
6,2,0,9,0,0,2,18.056015490250182
6,2,0,9,0,0,3,4.5
6,2,0,9,0,0,4,4.484347275045356
6,2,0,9,0,0,5,4.8663
5,2,0,9,0,2,0,0.0
5,2,0,9,0,2,1,31.032236947518353
5,2,0,9,0,2,2,3.8000000000000003
5,2,0,9,0,2,3,0.0
5,2,0,9,0,2,4,0.0
5,2,0,9,0,2,5,0.0
4,2,0,9,0,2,0,0.0
4,2,0,9,0,2,1,0.0
4,2,0,9,0,2,2,0.0
4,2,0,9,0,2,3,7.633443800000001
4,2,0,9,0,2,4,0.0
4,2,0,9,0,2,5,0.0
5,2,0,9,0,3,0,3.8000000000000003
5,2,0,9,0,3,1,0.0
5,2,0,9,0,3,2,4.176200000000001
5,2,0,9,0,3,3,0.0
5,2,0,9,0,3,4,11.4932142226838
5,2,0,9,0,3,5,8.3142909362
5,2,0,9,0,0,0,0.0
5,2,0,9,0,0,1,45.84766468084381
5,2,0,9,0,0,2,0.0
5,2,0,9,0,0,3,3.6
5,2,0,9,0,0,4,7.6249241890301525
5,2,0,9,0,0,5,14.48735595915729
5,3,0,9,0,1,0,17.929512036157224
5,3,0,9,0,1,1,14.380059282609274
5,3,0,9,0,1,2,22.862369999141826
5,3,0,9,0,1,3,5.474663579356625
5,3,0,9,0,1,4,0.0
5,3,0,9,0,1,5,70.88266073049961
4,3,0,9,0,2,0,4.0
4,3,0,9,0,2,1,20.410557688787442
4,3,0,9,0,2,2,0.0
4,3,0,9,0,2,3,5.29736317645
4,3,0,9,0,2,4,0.0
4,3,0,9,0,2,5,7.996
4,2,0,9,0,0,0,4.0
4,2,0,9,0,0,1,4.6000000000000005
4,2,0,9,0,0,2,4.1000000000000005
4,2,0,9,0,0,3,0.0
4,2,0,9,0,0,4,0.0
4,2,0,9,0,0,5,0.0
3,2,0,9,0,2,0,0.0
3,2,0,9,0,2,1,4.2
3,2,0,9,0,2,2,0.0
3,2,0,9,0,2,3,0.0
3,2,0,9,0,2,4,0.0
3,2,0,9,0,2,5,0.0
3,3,0,9,0,1,0,0.0
3,3,0,9,0,1,1,0.0
3,3,0,9,0,1,2,0.0
3,3,0,9,0,1,3,4.2
3,3,0,9,0,1,4,4.2
3,3,0,9,0,1,5,0.0
4,3,0,9,0,3,0,5.0059000000000005
4,3,0,9,0,3,1,4.3
4,3,0,9,0,3,2,5.104462825900001
4,3,0,9,0,3,3,0.0
4,3,0,9,0,3,4,0.0
4,3,0,9,0,3,5,0.0
4,4,0,9,0,1,0,0.0
4,4,0,9,0,1,1,52.98198961930939
4,4,0,9,0,1,2,4.8752
4,4,0,9,0,1,3,22.901969814120257
4,4,0,9,0,1,4,17.427861260043997
4,4,0,9,0,1,5,26.003343774227254
5,4,0,9,0,3,0,9.541764700000002
5,4,0,9,0,3,1,0.0
5,4,0,9,0,3,2,5.640024800000001
5,4,0,9,0,3,3,15.0529079564
5,4,0,9,0,3,4,54.00939674844092
5,4,0,9,0,3,5,10.708562016321935
6,4,0,9,0,3,0,16.388478026079916
6,4,0,9,0,3,1,0.0
6,4,0,9,0,3,2,0.0
6,4,0,9,0,3,3,0.0
6,4,0,9,0,3,4,0.0
6,4,0,9,0,3,5,0.0
7,3,0,9,0,3,0,4.5
7,3,0,9,0,3,1,20.42135602288165
7,3,0,9,0,3,2,8.87844046
7,3,0,9,0,3,3,0.0
7,3,0,9,0,3,4,0.0
7,3,0,9,0,3,5,0.0
7,2,0,9,0,0,0,9.1676310455
7,2,0,9,0,0,1,59.38130605125735
7,2,0,9,0,0,2,18.437356291806672
7,2,0,9,0,0,3,16.11755212689679
7,2,0,9,0,0,4,15.41139753361876
7,2,0,9,0,0,5,34.14617316120309
6,2,0,9,0,2,0,4.8663
6,2,0,9,0,2,1,0.0
6,2,0,9,0,2,2,8.9758880661
6,2,0,9,0,2,3,33.67188686537096
6,2,0,9,0,2,4,4.5
6,2,0,9,0,2,5,0.0
7,2,0,9,0,3,0,6.6322064480888985
7,2,0,9,0,3,1,35.11868424728723
7,2,0,9,0,3,2,5.528199379563465
7,2,0,9,0,3,3,0.0
7,2,0,9,0,3,4,4.5
7,2,0,9,0,3,5,16.320539655254958
7,3,0,9,0,1,0,62.13675539146454
7,3,0,9,0,1,1,14.626393264844282
7,3,0,9,0,1,2,4.0728634
7,3,0,9,0,1,3,11.166470134560829
7,3,0,9,0,1,4,14.503868465713012
7,3,0,9,0,1,5,11.516008742904216
7,4,0,9,0,1,0,8.901854722475292
7,4,0,9,0,1,1,24.306157167289886
7,4,0,9,0,1,2,5.300000000000001
7,4,0,9,0,1,3,0.0
7,4,0,9,0,1,4,0.0
7,4,0,9,0,1,5,0.0
7,5,0,9,0,1,0,42.355008314468286
7,5,0,9,0,1,1,21.323394597610363
7,5,0,9,0,1,2,8.909315987110622
7,5,0,9,0,1,3,0.0
7,5,0,9,0,1,4,0.0
7,5,0,9,0,1,5,0.0
7,6,0,9,0,1,0,25.08825731071526
7,6,0,9,0,1,1,3.6536775946000057
7,6,0,9,0,1,2,156.6824921979233
7,6,0,9,0,1,3,25.34038965069481
7,6,0,9,0,1,4,15.780370193631928
7,6,0,9,0,1,5,89.24291601855404
7,5,0,9,0,2,0,9.499683721122086
7,5,0,9,0,2,1,81.88471969467834
7,5,0,9,0,2,2,5.103395497000001
7,5,0,9,0,2,3,4.882258068208613
7,5,0,9,0,2,4,14.633638023607313
7,5,0,9,0,2,5,4.987219085441524
9,8,0,9,0,1,0,53.768496401697476
9,8,0,9,0,1,1,5.3816790824106615
9,8,0,9,0,1,2,0.6000000000000001
9,8,0,9,0,1,3,2.1298782392
9,8,0,9,0,1,4,20.322193884727103
9,8,0,9,0,1,5,25.23700469434171
8,5,0,9,0,1,0,6.7325753290599835
8,5,0,9,0,1,1,8.746411581038354
8,5,0,9,0,1,2,47.97170300961032
8,5,0,9,0,1,3,0.0
8,5,0,9,0,1,4,14.674834213889811
8,5,0,9,0,1,5,4.515666260583082
7,4,0,9,0,0,0,10.087975320808365
7,4,0,9,0,0,1,40.69633050858949
7,4,0,9,0,0,2,0.0
7,4,0,9,0,0,3,15.431754402211666
7,4,0,9,0,0,4,10.359927111730226
7,4,0,9,0,0,5,7.636069380172741
8,4,0,9,0,3,0,5.0468069485000004
8,4,0,9,0,3,1,11.87584720839683
8,4,0,9,0,3,2,0.0
8,4,0,9,0,3,3,5.097
8,4,0,9,0,3,4,4.6000000000000005
8,4,0,9,0,3,5,0.0
8,2,0,9,0,0,0,3.9653
8,2,0,9,0,0,1,6.782023022665204
8,2,0,9,0,0,2,34.72591456126828
8,2,0,9,0,0,3,11.921334602019227
8,2,0,9,0,0,4,0.0
8,2,0,9,0,0,5,4.7
7,2,0,9,0,2,0,0.0
7,2,0,9,0,2,1,9.45153878375499
7,2,0,9,0,2,2,28.14129743492912
7,2,0,9,0,2,3,6.7563186973450815
7,2,0,9,0,2,4,0.0
7,2,0,9,0,2,5,6.5573672034176
5,4,0,9,0,1,0,0.0
5,4,0,9,0,1,1,0.0
5,4,0,9,0,1,2,21.94244315324912
5,4,0,9,0,1,3,0.0
5,4,0,9,0,1,4,0.0
5,4,0,9,0,1,5,0.0
4,4,0,9,0,2,0,0.0
4,4,0,9,0,2,1,5.1608644
4,4,0,9,0,2,2,17.69273047488
4,4,0,9,0,2,3,7.459575494305611
4,4,0,9,0,2,4,0.0
4,4,0,9,0,2,5,0.0
3,4,0,9,0,2,0,4.5
3,4,0,9,0,2,1,14.717039882880002
3,4,0,9,0,2,2,4.800000000000001
3,4,0,9,0,2,3,0.0
3,4,0,9,0,2,4,0.0
3,4,0,9,0,2,5,4.800000000000001
3,4,0,9,0,1,0,0.0
3,4,0,9,0,1,1,0.0
3,4,0,9,0,1,2,0.0
3,4,0,9,0,1,3,22.2706088832
3,4,0,9,0,1,4,0.0
3,4,0,9,0,1,5,6.594494675200001
4,4,0,9,0,3,0,18.572631363404504
4,4,0,9,0,3,1,0.0
