pos_x,pos_y,map_bank,map_num,in_battle,action,q_value
6,3,1,0,0,5,3.731599999999999
6,2,1,0,0,0,3.825015
6,2,1,0,0,1,8.10538092818841
6,2,1,0,0,2,3.6950000000000047
6,2,1,0,0,3,0.0
6,2,1,0,0,4,7.601617813188414
6,2,1,0,0,5,3.4849999999999994
5,4,1,0,0,0,23.33670693595775
5,4,1,0,0,1,3.95735000000005
5,4,1,0,0,2,8.6934869935468
5,4,1,0,0,3,0.0
5,4,1,0,0,4,8.672525767612193
5,4,1,0,0,5,8.666560767612193
5,3,1,0,0,0,7.882244802502521
5,3,1,0,0,1,12.441813283733756
5,3,1,0,0,2,17.099735830317005
5,3,1,0,0,3,8.24312580418994
5,3,1,0,0,4,62.717388586054255
5,3,1,0,0,5,5.1882457076666695
5,2,1,0,0,0,16.007487820984373
5,2,1,0,0,1,12.06185702468789
5,2,1,0,0,2,23.04430568137186
5,2,1,0,0,3,4.024079242748409
5,2,1,0,0,4,0.0
5,2,1,0,0,5,13.301525543430364
7,5,1,0,0,0,9.272530725287545
7,5,1,0,0,1,7.216929660000082
7,5,1,0,0,2,4.052283645000012
7,5,1,0,0,3,3.7950000000000106
7,5,1,0,0,4,11.274916013100833
7,5,1,0,0,5,4.481216685297052
8,5,1,0,0,0,11.295317440940817
8,5,1,0,0,1,0.0
8,5,1,0,0,2,4.165705000000012
8,5,1,0,0,3,0.0
8,5,1,0,0,4,0.0
8,5,1,0,0,5,0.0
7,6,1,0,0,0,0.0
7,6,1,0,0,1,0.0
7,6,1,0,0,2,0.0
7,6,1,0,0,3,7.889832222308745
7,6,1,0,0,4,0.0
7,6,1,0,0,5,3.7514296600000705
10,8,1,0,0,0,0.0
10,8,1,0,0,1,0.0
10,8,1,0,0,2,3.960000000000018
10,8,1,0,0,3,4.641575991615021
10,8,1,0,0,4,8.474729491615037
10,8,1,0,0,5,7.793696885000034
9,8,1,0,0,0,0.0
9,8,1,0,0,1,3.9550000000000183
9,8,1,0,0,2,0.0
9,8,1,0,0,3,0.0
9,8,1,0,0,4,0.0
9,8,1,0,0,5,0.0
10,5,1,0,0,0,20.42759038876866
10,5,1,0,0,1,4.295064884325282
10,5,1,0,0,2,4.24779978623515
10,5,1,0,0,3,0.0
10,5,1,0,0,4,4.9160065823999375
10,5,1,0,0,5,4.911006582399938
10,4,1,0,0,0,13.04309588597602
10,4,1,0,0,1,12.320120542408546
10,4,1,0,0,2,46.11197811727791
10,4,1,0,0,3,11.2950301275629
10,4,1,0,0,4,12.821483594876675
10,4,1,0,0,5,11.245761943433054
10,3,1,0,0,0,14.055061893547045
10,3,1,0,0,1,29.773204312186998
10,3,1,0,0,2,10.352951394431244
10,3,1,0,0,3,0.0
10,3,1,0,0,4,5.666224113975971
10,3,1,0,0,5,0.0
4,3,1,0,0,0,8.33109713601665
4,3,1,0,0,1,15.238363269222958
4,3,1,0,0,2,32.50658775851534
4,3,1,0,0,3,12.400898011218894
4,3,1,0,0,4,17.956554398417133
4,3,1,0,0,5,62.79491684688513
3,3,1,0,0,0,15.638011112753055
3,3,1,0,0,1,45.42090454593741
3,3,1,0,0,2,310.07225968846967
3,3,1,0,0,3,14.925470734393455
3,3,1,0,0,4,85.69594922996082
3,3,1,0,0,5,17.28686911643132
2,3,1,0,0,0,418.65239832847647
2,3,1,0,0,1,197.17880878555025
2,3,1,0,0,2,118.25290607996433
2,3,1,0,0,3,212.18625738914128
2,3,1,0,0,4,329.7698264232465
2,3,1,0,0,5,299.59888370964285
1,3,1,0,0,0,24.490308127464985
1,3,1,0,0,1,7.992041482578845
1,3,1,0,0,2,14.818210226920925
1,3,1,0,0,3,232.307479333578
1,3,1,0,0,4,51.90396752863394
1,3,1,0,0,5,30.65757726852606
0,3,1,0,0,0,52.648191639610175
0,3,1,0,0,1,3.5200000000000835
0,3,1,0,0,2,18.38998997802294
0,3,1,0,0,3,14.04291152886642
0,3,1,0,0,4,15.643033987883275
0,3,1,0,0,5,10.458159714471854
0,4,1,0,0,0,0.0
0,4,1,0,0,1,3.6150000000000837
0,4,1,0,0,2,0.0
0,4,1,0,0,3,0.0
0,4,1,0,0,4,0.0
0,4,1,0,0,5,0.0
0,5,1,0,0,0,0.0
0,5,1,0,0,1,3.780000000000086
0,5,1,0,0,2,18.687823230074656
0,5,1,0,0,3,7.767112705000197
0,5,1,0,0,4,0.0
0,5,1,0,0,5,0.0
1,5,1,0,0,0,3.98500000000012
1,5,1,0,0,1,9.059115816292607
1,5,1,0,0,2,4.066795000000093
1,5,1,0,0,3,0.0
1,5,1,0,0,4,8.468875324137441
1,5,1,0,0,5,4.427612705000121
0,6,1,0,0,0,5.49208158135885
0,6,1,0,0,1,20.837588903614563
0,6,1,0,0,2,95.89055605688581
0,6,1,0,0,3,34.939839085066104
0,6,1,0,0,4,50.789322641606645
0,6,1,0,0,5,60.46718349536471
1,6,1,0,0,0,12.312491352375424
1,6,1,0,0,1,15.354679004772095
1,6,1,0,0,2,64.8030523170047
1,6,1,0,0,3,23.220776230211506
1,6,1,0,0,4,24.011390219029956
1,6,1,0,0,5,16.63859056927269
0,7,1,0,0,0,46.0669667711947
0,7,1,0,0,1,0.0
0,7,1,0,0,2,0.0
0,7,1,0,0,3,0.0
0,7,1,0,0,4,5.636844980862794
0,7,1,0,0,5,0.0
1,7,1,0,0,0,0.0
1,7,1,0,0,1,9.415269731153106
1,7,1,0,0,2,0.0
1,7,1,0,0,3,0.0
1,7,1,0,0,4,0.0
1,7,1,0,0,5,0.0
1,8,1,0,0,0,0.0
1,8,1,0,0,1,10.256245234425126
1,8,1,0,0,2,4.085000000000108
1,8,1,0,0,3,3.940000000000105
1,8,1,0,0,4,18.078824751133844
1,8,1,0,0,5,19.34615890053441
2,8,1,0,0,0,12.472710953140362
2,8,1,0,0,1,0.0
2,8,1,0,0,2,0.0
2,8,1,0,0,3,0.0
2,8,1,0,0,4,0.0
2,8,1,0,0,5,4.840911056970129
2,7,1,0,0,0,8.050970000000213
2,7,1,0,0,1,8.823429556970234
2,7,1,0,0,2,4.381100000000118
2,7,1,0,0,3,0.0
2,7,1,0,0,4,0.0
2,7,1,0,0,5,0.0
0,8,1,0,0,0,4.904686723480589
0,8,1,0,0,1,0.0
0,8,1,0,0,2,0.0
0,8,1,0,0,3,0.0
0,8,1,0,0,4,0.0
0,8,1,0,0,5,0.0
1,4,1,0,0,0,24.889750002974836
1,4,1,0,0,1,0.0
1,4,1,0,0,2,0.0
1,4,1,0,0,3,0.0
1,4,1,0,0,4,4.407211411163354
1,4,1,0,0,5,0.0
