pos_x,pos_y,map_bank,map_num,in_battle,action,q_value
9,10,0,9,0,0,0.0
9,10,0,9,0,1,0.5234452746288928
9,10,0,9,0,2,0.18
9,10,0,9,0,3,0.0
9,10,0,9,0,4,0.2273210821882604
9,10,0,9,0,5,0.2689600561576947
9,11,0,9,0,0,0.0
9,11,0,9,0,1,1.2249999999999988
9,11,0,9,0,2,0.0
9,11,0,9,0,3,3.4236192582838676
9,11,0,9,0,4,0.689076983929688
9,11,0,9,0,5,0.185
10,11,0,9,0,0,2.068672200639499
10,11,0,9,0,1,0.6450000000000001
10,11,0,9,0,2,2.115200024425266
10,11,0,9,0,3,0.5265367708752751
10,11,0,9,0,4,9.700678579771242
10,11,0,9,0,5,0.6977385150734499
11,11,0,9,0,0,1.340537514999998
11,11,0,9,0,1,1.1805844149999998
11,11,0,9,0,2,1.2322353626003635
11,11,0,9,0,3,0.0
11,11,0,9,0,4,0.3500000000000001
11,11,0,9,0,5,1.311991300897434
10,10,0,9,0,0,1.5198704105
10,10,0,9,0,1,1.9888510304277798
10,10,0,9,0,2,0.0
10,10,0,9,0,3,0.5150000000000002
10,10,0,9,0,4,0.0
10,10,0,9,0,5,0.0
11,10,0,9,0,0,2.932241318213496
11,10,0,9,0,1,0.0
11,10,0,9,0,2,0.5609850000000003
11,10,0,9,0,3,0.0
11,10,0,9,0,4,0.0
11,10,0,9,0,5,2.7205505479753307
10,9,0,9,0,0,0.0
10,9,0,9,0,1,0.4454564477049999
10,9,0,9,0,2,0.0
10,9,0,9,0,3,1.4914468900000002
10,9,0,9,0,4,0.0
10,9,0,9,0,5,0.0
11,9,0,9,0,0,4.717309524796711
11,9,0,9,0,1,1.5235667844753327
11,9,0,9,0,2,0.0
11,9,0,9,0,3,1.5349999999999975
11,9,0,9,0,4,0.0
11,9,0,9,0,5,0.0
11,8,0,9,0,0,5.178508784411992
11,8,0,9,0,1,1.7634502425399274
11,8,0,9,0,2,1.7199999999999958
11,8,0,9,0,3,0.0
11,8,0,9,0,4,0.0
11,8,0,9,0,5,3.150028024582995
11,7,0,9,0,0,5.332839159899855
11,7,0,9,0,1,3.8659775779740473
11,7,0,9,0,2,4.356557640170328
11,7,0,9,0,3,0.9850000000000002
11,7,0,9,0,4,1.8217895084799964
11,7,0,9,0,5,1.8067895084799959
12,7,0,9,0,0,1.08
12,7,0,9,0,1,0.0
12,7,0,9,0,2,3.4262992063768523
12,7,0,9,0,3,0.0
12,7,0,9,0,4,0.0
12,7,0,9,0,5,0.0
12,6,0,9,0,0,0.0
12,6,0,9,0,1,3.10691999999999
12,6,0,9,0,2,1.16
12,6,0,9,0,3,1.2772485749999998
12,6,0,9,0,4,0.0
12,6,0,9,0,5,2.143925
11,6,0,9,0,0,9.20061411421422
11,6,0,9,0,1,1.3375149999999996
11,6,0,9,0,2,0.0
11,6,0,9,0,3,3.11724857499999
11,6,0,9,0,4,1.9274139849999952
11,6,0,9,0,5,0.0
11,5,0,9,0,0,2.3373265485861796
11,5,0,9,0,1,7.35087044662035
11,5,0,9,0,2,4.101192347989083
11,5,0,9,0,3,0.0
11,5,0,9,0,4,7.648019357664223
11,5,0,9,0,5,3.24843115017936
10,7,0,9,0,0,2.99190375929628
10,7,0,9,0,1,0.0
10,7,0,9,0,2,0.0
10,7,0,9,0,3,3.9914684921160304
10,7,0,9,0,4,0.90958052
10,7,0,9,0,5,0.0
10,6,0,9,0,0,3.603951737672573
10,6,0,9,0,1,0.0
10,6,0,9,0,2,0.0
10,6,0,9,0,3,0.0
10,6,0,9,0,4,1.4249999999999994
10,6,0,9,0,5,0.0
10,5,0,9,0,0,3.4324101881653037
10,5,0,9,0,1,0.0
10,5,0,9,0,2,10.365579272617103
10,5,0,9,0,3,0.0
10,5,0,9,0,4,1.8393899999999985
10,5,0,9,0,5,5.4596923479890815
9,5,0,9,0,0,3.648662954999993
9,5,0,9,0,1,3.702257540528973
9,5,0,9,0,2,0.0
9,5,0,9,0,3,3.2820450109485826
9,5,0,9,0,4,5.55984332407502
9,5,0,9,0,5,69.82764540219958
9,6,0,9,0,0,8.941587595492622
9,6,0,9,0,1,0.0
9,6,0,9,0,2,0.0
9,6,0,9,0,3,0.0
9,6,0,9,0,4,0.0
9,6,0,9,0,5,0.0
9,4,0,9,0,0,3.933378049999993
9,4,0,9,0,1,0.0
9,4,0,9,0,2,0.0
9,4,0,9,0,3,0.0
9,4,0,9,0,4,0.0
9,4,0,9,0,5,0.0
9,3,0,9,0,0,4.482560317622401
9,3,0,9,0,1,0.0
9,3,0,9,0,2,0.0
9,3,0,9,0,3,0.0
9,3,0,9,0,4,0.0
9,3,0,9,0,5,0.0
9,2,0,9,0,0,0.0
9,2,0,9,0,1,0.0
9,2,0,9,0,2,0.0
9,2,0,9,0,3,8.730709836764484
9,2,0,9,0,4,0.0
9,2,0,9,0,5,0.0
10,2,0,9,0,0,21.796867025082193
10,2,0,9,0,1,3.368383144999994
10,2,0,9,0,2,1.594322737442933
10,2,0,9,0,3,8.695391123921478
10,2,0,9,0,4,32.82643588291961
10,2,0,9,0,5,5.13504383015932
10,3,0,9,0,0,11.620143138365897
10,3,0,9,0,1,3.2038429740523355
10,3,0,9,0,2,0.0
10,3,0,9,0,3,0.0
10,3,0,9,0,4,0.0
10,3,0,9,0,5,3.663161354064089
11,2,0,9,0,0,35.408529234832805
11,2,0,9,0,1,16.790308761628307
11,2,0,9,0,2,9.325432947344812
11,2,0,9,0,3,5.2337485118771605
11,2,0,9,0,4,10.70542598415692
11,2,0,9,0,5,18.299066432417565
11,3,0,9,0,0,19.629851304374696
11,3,0,9,0,1,2.6849999999999947
11,3,0,9,0,2,0.0
11,3,0,9,0,3,0.0
11,3,0,9,0,4,0.0
11,3,0,9,0,5,0.0
11,1,0,9,0,0,19.737331885449812
11,1,0,9,0,1,34.11359888981853
11,1,0,9,0,2,15.555299828751021
11,1,0,9,0,3,0.0
11,1,0,9,0,4,11.517414500327526
11,1,0,9,0,5,2.878318503125902
10,1,0,9,0,0,10.097683955044138
10,1,0,9,0,1,3.2259069058291616
10,1,0,9,0,2,0.0
10,1,0,9,0,3,22.215207242881544
10,1,0,9,0,4,67.8070151297214
10,1,0,9,0,5,5.845630953471257
12,2,0,9,0,0,0.0
12,2,0,9,0,1,2.599999999999996
12,2,0,9,0,2,7.127573545182635
12,2,0,9,0,3,2.689999999999996
12,2,0,9,0,4,0.0
12,2,0,9,0,5,0.0
12,3,0,9,0,0,2.852399999999996
12,3,0,9,0,1,6.399479895941676
12,3,0,9,0,2,0.0
12,3,0,9,0,3,2.269999999999995
12,3,0,9,0,4,0.0
12,3,0,9,0,5,0.0
13,2,0,9,0,0,2.684999999999996
13,2,0,9,0,1,0.0
13,2,0,9,0,2,2.9463099999999955
13,2,0,9,0,3,0.0
13,2,0,9,0,4,0.0
13,2,0,9,0,5,0.0
11,4,0,9,0,0,3.558854026123075
11,4,0,9,0,1,3.0663953283100223
11,4,0,9,0,2,2.7699999999999907
11,4,0,9,0,3,8.033344544616702
11,4,0,9,0,4,3.2769860078797457
11,4,0,9,0,5,8.699131534059333
11,0,0,9,0,0,38.804271660845885
11,0,0,9,0,1,7.002246290092031
11,0,0,9,0,2,9.694189354801908
11,0,0,9,0,3,0.0
11,0,0,9,0,4,17.38293640288805
11,0,0,9,0,5,9.689174402888055
11,19,0,16,0,0,25.2829441966686
11,19,0,16,0,1,17.397436402888047
11,19,0,16,0,2,0.0
11,19,0,16,0,3,0.0
11,19,0,16,0,4,73.3872788256283
11,19,0,16,0,5,630.2325473593019
11,18,0,16,0,0,7.9399999999999995
11,18,0,16,0,1,73.35802218857097
11,18,0,16,0,2,13.484756403960574
11,18,0,16,0,3,0.0
11,18,0,16,0,4,0.0
11,18,0,16,0,5,0.0
11,17,0,16,0,0,0.0
11,17,0,16,0,1,11.656060000000075
11,17,0,16,0,2,21.054184354056808
11,17,0,16,0,3,14.1043782400647
11,17,0,16,0,4,21.943386740064696
11,17,0,16,0,5,33.57957818247096
10,17,0,16,0,0,142.79725239649255
10,17,0,16,0,1,10.554438896294998
10,17,0,16,0,2,0.0
10,17,0,16,0,3,0.0
10,17,0,16,0,4,26.282800272707938
10,17,0,16,0,5,0.0
10,16,0,16,0,0,622.6872252833666
10,16,0,16,0,1,55.38595807137272
10,16,0,16,0,2,41.98641995859443
10,16,0,16,0,3,42.11720754347911
10,16,0,16,0,4,103.27062199603986
10,16,0,16,0,5,70.6307085788582
11,16,0,16,0,0,27.40772123919161
11,16,0,16,0,1,25.030435213095913
11,16,0,16,0,2,12.671162075856367
11,16,0,16,0,3,11.80124893869953
11,16,0,16,0,4,10.958524395000005
11,16,0,16,0,5,30.53487565414954
11,15,0,16,0,0,15.347845389999998
11,15,0,16,0,1,13.812952689760877
11,15,0,16,0,2,435.63318202409624
11,15,0,16,0,3,81.7251093123956
11,15,0,16,0,4,0.0
11,15,0,16,0,5,13.825226739191606
11,14,0,16,0,0,151.15609930081467
11,14,0,16,0,1,119.19346709732667
11,14,0,16,0,2,698.3150755883859
11,14,0,16,0,3,221.8335443490538
11,14,0,16,0,4,395.22713517194336
11,14,0,16,0,5,185.15298635659713
10,14,0,16,0,0,1166.4714862547548
10,14,0,16,0,1,813.3083597171409
10,14,0,16,0,2,981.798636378466
10,14,0,16,0,3,407.87287472547854
10,14,0,16,0,4,816.2939155233967
10,14,0,16,0,5,1451.8662531872033
9,14,0,16,0,0,1158.9460287615134
9,14,0,16,0,1,491.67612025247314
9,14,0,16,0,2,895.3618755227252
9,14,0,16,0,3,562.0107423233524
9,14,0,16,0,4,636.4072830764876
9,14,0,16,0,5,383.4866709537475
8,14,0,16,0,0,1530.0095833001237
8,14,0,16,0,1,539.8926374635644
8,14,0,16,0,2,404.8846219748884
8,14,0,16,0,3,550.3669265597073
8,14,0,16,0,4,806.5756498017938
8,14,0,16,0,5,870.1433094463401
8,15,0,16,0,0,1081.9459215363531
8,15,0,16,0,1,91.18974852879936
8,15,0,16,0,2,56.17898261543313
8,15,0,16,0,3,213.99823326862912
8,15,0,16,0,4,235.4067340635863
8,15,0,16,0,5,221.06327154744025
7,14,0,16,0,0,46.40455517190021
7,14,0,16,0,1,40.731127571664594
7,14,0,16,0,2,31.25653576710425
7,14,0,16,0,3,777.3881850178882
7,14,0,16,0,4,0.0
7,14,0,16,0,5,23.718268252942917
7,13,0,16,0,0,10.240000000000046
7,13,0,16,0,1,38.66611421070557
7,13,0,16,0,2,0.0
7,13,0,16,0,3,8.805000000000012
7,13,0,16,0,4,0.0
7,13,0,16,0,5,0.0
7,15,0,16,0,0,0.0
7,15,0,16,0,1,18.02853798000003
7,15,0,16,0,2,0.0
7,15,0,16,0,3,423.2082010299081
