pos_x,pos_y,map_bank,map_num,in_battle,action,q_value
9,10,0,9,0,0,6.399951753301844
9,10,0,9,0,1,44.35421850157802
9,10,0,9,0,2,6.4318749073429915
9,10,0,9,0,3,30.36856505559291
9,10,0,9,0,4,14.916152977807325
9,10,0,9,0,5,28.627895472493336
9,11,0,9,0,0,10.203679914616194
9,11,0,9,0,1,9.571839659749692
9,11,0,9,0,2,10.790510599272917
9,11,0,9,0,3,54.56770186730394
9,11,0,9,0,4,17.82866585035794
9,11,0,9,0,5,7.777171660660365
10,11,0,9,0,0,82.691223193463
10,11,0,9,0,1,6.354529248972717
10,11,0,9,0,2,22.069807732237418
10,11,0,9,0,3,11.218608196395117
10,11,0,9,0,4,19.36468917995287
10,11,0,9,0,5,12.414462662950305
11,11,0,9,0,0,61.022358031179515
11,11,0,9,0,1,13.768645372352845
11,11,0,9,0,2,3.630125016158396
11,11,0,9,0,3,9.373209261391498
11,11,0,9,0,4,44.91302242464018
11,11,0,9,0,5,23.52249673601737
10,10,0,9,0,0,33.39861386668886
10,10,0,9,0,1,34.16970228502221
10,10,0,9,0,2,6.957824019034039
10,10,0,9,0,3,123.95443699910203
10,10,0,9,0,4,18.933945200478085
10,10,0,9,0,5,33.805043881875704
11,10,0,9,0,0,175.72851272178295
11,10,0,9,0,1,31.648909360332162
11,10,0,9,0,2,27.036082493736885
11,10,0,9,0,3,55.29189133305444
11,10,0,9,0,4,48.26009617060559
11,10,0,9,0,5,40.29453401352083
10,9,0,9,0,0,119.02383016365643
10,9,0,9,0,1,20.57872468927275
10,9,0,9,0,2,26.333412335864914
10,9,0,9,0,3,34.664581533322774
10,9,0,9,0,4,11.401123011552802
10,9,0,9,0,5,22.799628750609926
11,9,0,9,0,0,185.2335934607302
11,9,0,9,0,1,126.37017165120778
11,9,0,9,0,2,66.61508215296661
11,9,0,9,0,3,94.53024047552955
11,9,0,9,0,4,177.48713539994372
11,9,0,9,0,5,145.7095684458743
11,8,0,9,0,0,240.76653050806064
11,8,0,9,0,1,116.30941382849122
11,8,0,9,0,2,88.5368709768937
11,8,0,9,0,3,76.65271989653404
11,8,0,9,0,4,100.39899890830188
11,8,0,9,0,5,55.19529047180126
11,7,0,9,0,0,228.24539740176346
11,7,0,9,0,1,240.33936138300552
11,7,0,9,0,2,226.00346074980703
11,7,0,9,0,3,224.75588982577463
11,7,0,9,0,4,228.35140267184272
11,7,0,9,0,5,226.60606282826225
12,7,0,9,0,0,215.86505607912014
12,7,0,9,0,1,208.77131572367034
12,7,0,9,0,2,208.9213954798328
12,7,0,9,0,3,208.43954206148922
12,7,0,9,0,4,209.01106063250705
12,7,0,9,0,5,207.88217724596163
12,6,0,9,0,0,92.94375195880981
12,6,0,9,0,1,221.65812156248003
12,6,0,9,0,2,104.64791411961461
12,6,0,9,0,3,187.0098791286306
12,6,0,9,0,4,179.22405856066126
12,6,0,9,0,5,226.35337149010797
11,6,0,9,0,0,83.75777860505575
11,6,0,9,0,1,228.75136262376125
11,6,0,9,0,2,21.366613248254165
11,6,0,9,0,3,144.42696181449537
11,6,0,9,0,4,40.50972017601928
11,6,0,9,0,5,38.71977414130007
11,5,0,9,0,0,56.29636595918473
11,5,0,9,0,1,48.80043041383648
11,5,0,9,0,2,175.9841171630876
11,5,0,9,0,3,46.35177352690361
11,5,0,9,0,4,43.434687928741454
11,5,0,9,0,5,53.173873861959166
10,7,0,9,0,0,58.57987091415716
10,7,0,9,0,1,62.375539064218
10,7,0,9,0,2,71.86272214282782
10,7,0,9,0,3,228.8326149905605
10,7,0,9,0,4,46.06607495402465
10,7,0,9,0,5,65.5256772500709
10,6,0,9,0,0,160.99180066564537
10,6,0,9,0,1,14.814427835874465
10,6,0,9,0,2,61.28634142592704
10,6,0,9,0,3,9.653393718384585
10,6,0,9,0,4,5.594267478941708
10,6,0,9,0,5,11.674439867932028
10,5,0,9,0,0,85.44918813810558
10,5,0,9,0,1,85.34959161274554
10,5,0,9,0,2,134.55555640861692
10,5,0,9,0,3,131.31509709616094
10,5,0,9,0,4,129.66866051579672
10,5,0,9,0,5,163.4263099344277
9,5,0,9,0,0,130.2711610364638
9,5,0,9,0,1,131.03027855149932
9,5,0,9,0,2,180.2742866363591
9,5,0,9,0,3,130.51030138069152
9,5,0,9,0,4,130.2782490510493
9,5,0,9,0,5,135.21188862200458
9,6,0,9,0,0,130.22411058045486
9,6,0,9,0,1,83.52750746107162
9,6,0,9,0,2,115.8642523723196
9,6,0,9,0,3,88.84644800818104
9,6,0,9,0,4,122.2195024400049
9,6,0,9,0,5,138.28750030175402
9,4,0,9,0,0,71.9098201815208
9,4,0,9,0,1,131.9962974730141
9,4,0,9,0,2,135.06385157109392
9,4,0,9,0,3,131.19946063875378
9,4,0,9,0,4,132.74891224456192
9,4,0,9,0,5,131.2906471036289
9,3,0,9,0,0,182.2880293097885
9,3,0,9,0,1,2.4720025579280143
9,3,0,9,0,2,0.0
9,3,0,9,0,3,6.028748924326617
9,3,0,9,0,4,2.503773471444615
9,3,0,9,0,5,0.0
9,2,0,9,0,0,3.014340273839681
9,2,0,9,0,1,3.273310811410275
9,2,0,9,0,2,2.980711869780024
9,2,0,9,0,3,430.36069886865744
9,2,0,9,0,4,0.0
9,2,0,9,0,5,34.325668075833434
10,2,0,9,0,0,863.0833088391103
10,2,0,9,0,1,10.330219725400841
10,2,0,9,0,2,44.85105958468408
10,2,0,9,0,3,53.62954928911377
10,2,0,9,0,4,57.25433667867059
10,2,0,9,0,5,78.2989855410354
10,3,0,9,0,0,60.15753450044695
10,3,0,9,0,1,5.88361368517573
10,3,0,9,0,2,4.775669595744769
10,3,0,9,0,3,4.418355279133091
10,3,0,9,0,4,0.0
10,3,0,9,0,5,6.927239389355901
11,2,0,9,0,0,643.5318446534693
11,2,0,9,0,1,36.10052948631254
11,2,0,9,0,2,71.37899591540298
11,2,0,9,0,3,58.589593555400214
11,2,0,9,0,4,75.74227276625348
11,2,0,9,0,5,116.46513145020296
11,3,0,9,0,0,123.12632214226736
11,3,0,9,0,1,2.6849999999999947
11,3,0,9,0,2,3.63539417069822
11,3,0,9,0,3,0.0
11,3,0,9,0,4,0.0
11,3,0,9,0,5,0.0
11,1,0,9,0,0,3582.4209663335937
11,1,0,9,0,1,271.56668463361484
11,1,0,9,0,2,306.8565057278529
11,1,0,9,0,3,499.4004550390082
11,1,0,9,0,4,1064.3034730413626
11,1,0,9,0,5,696.5326421957274
10,1,0,9,0,0,378.3377394518293
10,1,0,9,0,1,322.8754112936026
10,1,0,9,0,2,390.2003044957234
10,1,0,9,0,3,1839.8525451779358
10,1,0,9,0,4,615.3974019237316
10,1,0,9,0,5,436.9801530478927
12,2,0,9,0,0,0.0
12,2,0,9,0,1,5.7935485096982084
12,2,0,9,0,2,135.2787948394873
12,2,0,9,0,3,2.689999999999996
